corredores.id-corredor,corredores.ageGroup,corredores.fullname,corredores.uri,corredores.nationality,corredores.sex,corredores.Club,corredores.Team,corredores.Sponsor(s),corredores.Description,corredores.Geral,corredores.20K,corredores.50K,corredores.100K,corredores.100m
1126463,40-44,Bernardo TILLMANN,1126463.bernardo.tillmann,BR,H,,,,,591,592,,,
1139377,40-44,Rose NOVAES,1139377.rose.novaes,BR,F,,,,,,,,,
1198989,35-39,Silvia DURIGON,1198989.silvia.durigon,BR,F,,,,,643,610,642,592,
1359773,45-49,Gleiciomar PEREIRA DOS SANTOS,1359773.gleiciomar.pereiradossantos,BR,H,,,,,646,627,645,,
1735001,40-44,Marcos SALAMONDE,1735001.marcos.salamonde,BR,H,,,,,,,,,
1735153,45-49,Josemar SOARES,1735153.josemar.soares,BR,H,,,,,510,512,,,
1961955,35-39,Leonardo CARVALHO,1961955.leonardo.carvalho,BR,H,,,,,490,449,488,,
1963677,40-44,Priscila MIGUEZ,1963677.priscila.miguez,BR,F,,,,,414,412,,,
1968249,40-44,Beatriz FERNANDES,1968249.beatriz.fernandes,BR,F,,,,,530,,531,,
1987621,50-54,Gustavo COTRIM,1987621.gustavo.cotrim,BR,H,,,,,472,,456,470,
2521975,35-39,Arturo EDO,2521975.arturo.edo,BR,H,,,,,351,,352,,
2535311,45-49,Joseilton Da Silva Santos COCADAMAN,2535311.joseiltondasilvasantos.cocadaman,BR,H,,,,,698,686,694,,
2611521,70-74,Wagner OLIVEIRA,2611521.wagner.oliveira,BR,H,,WALTER TUCHE WT,,,416,415,401,,
3073447,70-74,Helio SILVA,3073447.helio.silva,BR,H,,,,,,,,,
3503813,55-59,Marcio Luiz COSTA,3503813.marcioluiz.costa,BR,H,,,,,,,,,
3676381,55-59,Adriano FIORINI,3676381.adriano.fiorini,BR,H,,,,,548,,549,,
3676451,50-54,Joao BANDEIRA,3676451.joao.bandeira,BR,H,,,,,,,,,
3767515,35-39,Henrique ZAVAM,3767515.henrique.zavam,BR,H,,,,,463,459,,,
4577738,45-49,Airton JUNIOR,4577738.airton.junior,BR,H,,,,,363,364,,,
4747056,40-44,Davi ALMEIDA,4747056.davi.almeida,BR,H,,,,,566,,567,,
4848134,40-44,Bruno Henrique Pimentel ROSADO,4848134.brunohenriquepimentel.rosado,BR,H,,TRIBUS ADVENTURE,,,469,,,469,
4891784,40-44,Alan NOGUEIRA,4891784.alan.nogueira,BR,H,,,,,596,585,597,,
4891822,40-44,Cheline ALBERNAZ,4891822.cheline.albernaz,BR,F,,,,,389,362,387,,
4914419,20-34,Leonardo MOLETA,4914419.leonardo.moleta,BR,H,,,,,341,342,,,
4915589,35-39,F�bio FRANCA,4915589.fabio.franca,BR,H,,,,,307,308,,,
4923128,45-49,Jhener Marcelo Montano CAMPOS,4923128.jhenermarcelomontano.campos,BR,H,,,,,454,428,456,,
4923228,45-49,Alexander BICHARA,4923228.alexander.bichara,BR,H,,,,,367,366,,,
4923268,50-54,Nilzelia Barreto Dos SANTOS,4923268.nilzeliabarretodos.santos,BR,F,,,,,344,343,,,
4923310,20-34,Rafael Cytrynbaum AIZMAN,4923310.rafaelcytrynbaum.aizman,BR,H,,,,,317,316,,,
4934917,20-34,Bernardo RAMOS SCARLATELLI,4934917.bernardo.ramosscarlatelli,BR,H,ML Mix Run,ML Mix Run,,,668,542,670,,
5319737,50-54,Charles WEKSLER,5319737.charles.weksler,BR,H,,,,,386,387,,,
5377998,35-39,Eduardo De Brito RAMOS,5377998.eduardodebrito.ramos,BR,H,,,,,762,760,752,,
5378030,50-54,Adriana TOMZHINSKI,5378030.adriana.tomzhinski,BR,F,,,,,463,463,408,,
5378038,60-64,Givan Carneiro Da CUNHA,5378038.givancarneiroda.cunha,BR,H,,,,,451,452,,,
5378042,40-44,Andre Trindade VIDAL,5378042.andretrindade.vidal,BR,H,,,,,449,449,,,
5378050,40-44,Bruno De Melo PINHEIRO,5378050.brunodemelo.pinheiro,BR,H,,,,,441,442,,,
5378060,35-39,Fernando Amaro PESSOA,5378060.fernandoamaro.pessoa,BR,H,,,,,435,404,435,,
5378072,55-59,Gilvan Alves De FREITAS,5378072.gilvanalvesde.freitas,BR,H,,,,,382,376,382,,
5514044,45-49,Rafael Da Silva FRINHANE,5514044.rafaeldasilva.frinhane,BR,H,,,,,326,,326,,
5514280,20-34,Pablo Brand�o De SOUZA,5514280.pablobrandaode.souza,BR,H,,,,,424,,425,,
5739376,20-34,Dylan BROWN,5739376.dylan.brown,BR,H,,,,,501,501,475,,
5739390,35-39,Geferson Santos MATOS,5739390.gefersonsantos.matos,BR,H,,,,,446,,448,,
5739424,55-59,Jose Carlos Da SILVA,5739424.josecarlosda.silva,BR,H,,,,,348,,350,,
5795882,20-34,Felipe Cabral PEREIRA,5795882.felipecabral.pereira,BR,H,,,,,508,428,509,,
5795908,35-39,Eder Francisco Morais BUENO,5795908.ederfranciscomorais.bueno,BR,H,,,,,471,,473,,
5795960,45-49,Carlos TADEU,5795960.carlos.tadeu,BR,H,,,,,411,,413,,
5796002,40-44,Andre Luiz Faria JUNIOR,5796002.andreluizfaria.junior,BR,H,,,,,356,,357,,
5796004,60-64,Eliezer Augusto FERREIRA,5796004.eliezeraugusto.ferreira,BR,H,,,,,349,,351,,
5796130,45-49,Claiton Volnei WEISS,5796130.claitonvolnei.weiss,BR,H,,,,,626,628,,,
5796178,20-34,Guilherme De Morais GUEDES,5796178.guilhermedemorais.guedes,BR,H,,,,,523,525,,,
5796182,35-39,Tatiana De Oliveira GOMES,5796182.tatianadeoliveira.gomes,BR,F,,,,,522,524,,,
5796200,20-34,Cleiton Andrade De ALMEIDA,5796200.cleitonandradede.almeida,BR,H,,,,,505,507,,,
5796224,40-44,Gustavo Vorcaro FLEURY,5796224.gustavovorcaro.fleury,BR,H,,,,,488,489,,,
5796408,40-44,Emmanuel Pierre Jean MASSEGUIN,5796408.emmanuelpierrejean.masseguin,BR,H,,,,,401,402,,,
5796464,45-49,Isaac Portela Da SILVA,5796464.isaacportelada.silva,BR,H,,,,,371,373,,,
5796476,40-44,Paulo COUTINHO,5796476.paulo.coutinho,BR,H,,,,,367,368,,,
5796510,55-59,Liliana Morales MARQUEZ,5796510.lilianamorales.marquez,BR,F,,,,,356,358,,,
5796516,20-34,Gabriela Rodrigues BARDELLA,5796516.gabrielarodrigues.bardella,BR,F,,,,,355,356,,,
5796530,20-34,Victor GUEDES,5796530.victor.guedes,BR,H,,,,,347,348,,,
5796550,55-59,Lindalva Silveira De SOUZA,5796550.lindalvasilveirade.souza,BR,F,,,,,340,341,,,
5796612,55-59,Aline PEIXOTO,5796612.aline.peixoto,BR,F,,,,,311,312,,,
150841,45-49,Manuela VILASECA,150841.manuela.vilaseca,BR,F,,,,,646,,586,,646
4235799,35-39,Mariella VENTURELLA,4235799.mariella.venturella,BR,F,,,,,501,,503,,
401412,45-49,Rosalia GUARISCHI,401412.rosalia.guarischi,BR,F,,,,,565,,563,532,525
756754,50-54,Elisa MATTOS,756754.elisa.mattos,BR,F,,,,,392,393,,,
764919,40-44,Patrik MEIRELES,764919.patrik.meireles,BR,H,,UpFit Trail - V�los Running,,,596,550,598,,
764932,50-54,Eliandra RAMALHO,764932.eliandra.ramalho,BR,F,,,,,,,,,
1412591,35-39,Pedro MIRANDA ROLIM,1412591.pedro.mirandarolim,BR,H,,,,,657,517,656,633,413
1526327,40-44,Gustavo Henrique Duarte SILVA,1526327.gustavohenriqueduarte.silva,BR,H,,,,,637,,640,587,
1636479,50-54,Luciano GODINHO,1636479.luciano.godinho,BR,H,,Sou Ultra Sports Trainning,,,558,502,557,436,
2308133,45-49,Fabiano Correa Da SILVA,2308133.fabianocorreada.silva,BR,H,,,,,,,,,
2352027,40-44,Alisson Rodrigo Gomes Dos SANTOS,2352027.alissonrodrigogomesdos.santos,BR,H,,,,,475,,,476,
2521681,45-49,Gleiciomar SANTOS,2521681.gleiciomar.santos,BR,H,,,,,718,671,,,
3258831,20-34,Gilberto ANDRADE JUNIOR,3258831.gilberto.andradejunior,BR,H,,,,,653,651,,,
3431473,50-54,Anderson CORDEIRO,3431473.anderson.cordeiro,BR,H,,,,,,,,,
3676381,55-59,Adriano FIORINI,3676381.adriano.fiorini,BR,H,,,,,548,,549,,
3898221,40-44,Thiago Pereira ROCHA,3898221.thiagopereira.rocha,BR,H,,Teo Esportes ,,,618,,570,619,
4087040,35-39,Cesar DOMINGOS,4087040.cesar.domingos,BR,H,Savana Trail Club,GO ON Outdoor,Myself,,658,640,652,,
4087046,35-39,Wesley CRISTIANO RODRIGUES DE SOUZA,4087046.wesley.cristianorodriguesdesouza,BR,H,,,,,463,,462,,
4248987,35-39,Guilherme MAGNUN JORGE FERNANDES,4248987.guilherme.magnunjorgefernandes,BR,H,,,,,634,,628,,
4401328,35-39,Marcus WILSON DE ALMEIDA,4401328.marcus.wilsondealmeida,BR,H,,,,,605,,607,,
4504642,35-39,Paloma NASCIMENTO DE ANDRADE GALPER,4504642.paloma.nascimentodeandradegalper,BR,F,,,,,546,513,547,,
4577674,40-44,Daniel FOGEL,4577674.daniel.fogel,BR,H,,,,,582,567,582,561,
4891796,40-44,Daniel GRANDE,4891796.daniel.grande,BR,H,,,,,479,,478,,
4914639,45-49,Zenio Souza ZEZE,4914639.zeniosouza.zeze,BR,H,Teo Esportes,Teo Esportes,,,472,459,471,,
4914743,35-39,Jurandir JUNIOR,4914743.jurandir.junior,BR,H,,,,,394,,395,,
5261929,45-49,Bruno De Paiva LESSA,5261929.brunodepaiva.lessa,BR,H,,,,,434,435,,,
5378060,35-39,Fernando Amaro PESSOA,5378060.fernandoamaro.pessoa,BR,H,,,,,435,404,435,,
5513734,45-49,Hudson Roberto Dos SANTOS,5513734.hudsonrobertodos.santos,BR,H,,,,,489,,490,,
5514268,35-39,Jorge Augusto Fraleon De ALMEIDA,5514268.jorgeaugustofraleonde.almeida,BR,H,,,,,429,,430,,
5514318,35-39,Rafael De P�dua SILVA,5514318.rafaeldepadua.silva,BR,H,,,,,414,,414,,
5516558,20-34,Marcelo OLIVEIRA,5516558.marcelo.oliveira,BR,H,,,,,484,485,,,
5739354,35-39,Diego Luiz Carvalho De Brito PEREIRA,5739354.diegoluizcarvalhodebrito.pereira,BR,H,,,,,545,,547,,
5739390,35-39,Geferson Santos MATOS,5739390.gefersonsantos.matos,BR,H,,,,,446,,448,,
5739392,20-34,Marcelo Augusto Reis De Paula RODARTE,5739392.marceloaugustoreisdepaula.rodarte,BR,H,,,,,438,,440,,
5795920,35-39,Gabriel Teixeira Rezende Matos VERSIANI,5795920.gabrielteixeirarezendematos.versiani,BR,H,,,,,453,,455,,
5795928,20-34,Rodrigo Araujo MONZEM,5795928.rodrigoaraujo.monzem,BR,H,,,,,444,,446,,
5796002,40-44,Andre Luiz Faria JUNIOR,5796002.andreluizfaria.junior,BR,H,,,,,356,,357,,
5796130,45-49,Claiton Volnei WEISS,5796130.claitonvolnei.weiss,BR,H,,,,,626,628,,,
5796654,35-39,Rafaela Cavalcanti Rezende FOGEL,5796654.rafaelacavalcantirezende.fogel,BR,F,,,,,289,291,,,
655182,45-49,Alexandre FONSECA,655182.alexandre.fonseca,BR,H,,,,,,,,,
776026,45-49,Rodrigo JOAO,776026.rodrigo.joao,BR,H,,,,,513,,496,515,
872786,70-74,Jos�-Wanderley FONSECA,872786.josewanderley.fonseca,BR,H,,,,,,,,,
872803,60-64,Eduardo-Mendes CAMPOS,872803.eduardomendes.campos,BR,H,,,,,348,,348,,
918783,35-39,Wanderson NASCIMENTO,918783.wanderson.nascimento,BR,H,,,,,757,738,745,,
1063415,40-44,Gabriel KRUSCHEWSKY,1063415.gabriel.kruschewsky,BR,H,,,,,574,,,574,
2486993,35-39,P�mela Archibusacci SARKIS,2486993.pamelaarchibusacci.sarkis,BR,F,,,,,375,374,,,
2611487,40-44,Geber CHEIDA,2611487.geber.cheida,BR,H,,Minas Trail,,,489,463,489,,
3431495,45-49,Ana LOUREN�O,3431495.ana.lourenco,BR,F,,,,,,,,,
3921321,20-34,Luiza FIORITO,3921321.luiza.fiorito,BR,F,,,,,285,,285,,
4337156,35-39,Patr�cia DOS SANTOS,4337156.patricia.dossantos,BR,F,,,,,,,,,
4401334,35-39,Felipe AUGUSTO DO CARMO SILVA,4401334.felipe.augustodocarmosilva,BR,H,,,,,582,582,,,
4443790,35-39,Matheus Moreira Wardi MELO,4443790.matheusmoreirawardi.melo,BR,H,,,,,460,,459,,
4702452,20-34,Beatriz FERREIRA,4702452.beatriz.ferreira,BR,F,,LIFE RUNNERS BRASIL,,,556,514,558,,
4915335,20-34,Bernardo BICALHO,4915335.bernardo.bicalho,BR,H,,,,,349,349,,,
4915581,20-34,Lucas FERRARA,4915581.lucas.ferrara,BR,H,,,,,369,370,,,
5028322,20-34,Luigdi DINIZ,5028322.luigdi.diniz,BR,H,,,,,521,522,,,
5377998,35-39,Eduardo De Brito RAMOS,5377998.eduardodebrito.ramos,BR,H,,,,,762,760,752,,
5513770,35-39,Henrique Fiche Ferreira GON�ALVES,5513770.henriqueficheferreira.goncalves,BR,H,,,,,453,,454,,
5513960,35-39,Juliana Nogueira De Avelar MARQUES,5513960.juliananogueiradeavelar.marques,BR,F,,,,,353,,354,,
5514150,50-54,Alessandro Cassimiro DINIZ,5514150.alessandrocassimiro.diniz,BR,H,,,,,499,,500,,
5610347,35-39,Diogo FRAN�A,5610347.diogo.franca,BR,H,,,,,531,533,,,
5796034,35-39,Lucas Wallauer De MELO,5796034.lucaswallauerde.melo,BR,H,,,,,268,,269,,
5796114,20-34,Rodrigo Mascarenhas PEREIRA,5796114.rodrigomascarenhas.pereira,BR,H,,,,,704,707,,,
5796126,U18,Joao Mendes MUNIZ,5796126.joaomendes.muniz,BR,H,,,,,630,632,,,
5796140,20-34,Bianca Ferreira Nunes Da SILVA,5796140.biancaferreiranunesda.silva,BR,F,,,,,582,584,,,
5796154,50-54,Flaviano Quintanilha De MARINS,5796154.flavianoquintanilhade.marins,BR,H,,,,,544,546,,,
5796256,45-49,Pedro Lopes De Sousa PALHARES,5796256.pedrolopesdesousa.palhares,BR,H,,,,,462,464,,,
5796266,40-44,Nubia OLIVEIRA,5796266.nubia.oliveira,BR,F,,,,,454,456,,,
5796276,35-39,Juliana Sanche PAES,5796276.julianasanche.paes,BR,F,,,,,449,450,,,
5796354,20-34,Sheila Rodrigues Do NASCIMENTO,5796354.sheilarodriguesdo.nascimento,BR,F,,,,,426,427,,,
5796440,20-34,Raphael Luiz Rocha De CARVALHO,5796440.raphaelluizrochade.carvalho,BR,H,,,,,387,388,,,
5796482,45-49,Rozilda Auxiliadora VIEIRA,5796482.rozildaauxiliadora.vieira,BR,F,,,,,366,367,,,
5796488,20-34,Kaue Goncalves Reboucas GUIMARAES,5796488.kauegoncalvesreboucas.guimaraes,BR,H,,,,,365,367,,,
5796554,55-59,Maria Lucia Cassiano ARAUJO,5796554.marialuciacassiano.araujo,BR,F,,,,,338,339,,,
5796704,20-34,Ana Maria Caviquioli GARCIA,5796704.anamariacaviquioli.garcia,BR,F,,,,,225,226,,,
5877903,40-44,Andr� RIBEIRO,5877903.andre.ribeiro,BR,H,,,,,425,426,,,
5881872,35-39,Paulo HENRIQUE DA SILVA,5881872.paulo.henriquedasilva,BR,H,,,,,597,,600,,
6031960,20-34,Brendow VICTOR HENRIQUE E SOUZA,6031960.brendow.victorhenriqueesouza,BR,H,,,,,586,589,,,
5966508,20-34,Dominique Thamara BEBIANO BARBOZA,5966508.dominiquethamara.bebianobarboza,BR,F,,,,,381,383,,,
